id_ahorramas,nombre_ahorramas,id_catalogo,nombre_catalogo,score,alt1_id,alt1_nombre,alt1_score,alt2_id,alt2_nombre,alt2_score,categoria_ah
AM-49883,Comida húmeda perro Meque rico en vacuno 300g,CAT-6001,Comida Humeda De Pollo Para Perro Mini Ultima 150 G,63.52941176470588,CAT-5975,Comida Humeda De Pollo Para Perros Simpl 1200 G,62.5,CAT-6020,Comida Humeda De Pollo Para Perros Cesar 150 G,62.5,mascotas
AM-84663,"Alimento completo para gatos con vacuno, pollo y verduras Meque 400g",CAT-6219,Pienso De Conejo Pollo Y Verduras Para Gato Adulto Purina Friskies 4 Kg,62.01550387596899,CAT-6312,Pienso  Tracto Urinario De Pollo Y Verduras Para Gato Adulto Ultima Cat 750 G,61.654135338345874,CAT-6074,pienso de pollo y verduras para gatos adultos vitalive companino 4 kg,61.417322834645674,mascotas
AM-10282,Calabacín,CAT-4869,calabacin en dados 450 g,66.66666666666667,CAT-1343,calabacin ecologico bio 500 g,56.25,CAT-1194,calabaza cortada 500 g,56.00000000000001,
AM-11895,Pechuga de pollo amarillo Pazo de Pías,CAT-1426,pechuga de pollo el mercado 12 kg aprox,70.4225352112676,CAT-1887,pechuga de pollo el mercado 500 g aprox,70.4225352112676,CAT-1740,filetes de pechuga de pollo el mercado 600 g aprox,63.41463414634146,
AM-75248,Plátano canario Gabaceras,CAT-1072,platano de canarias igp bio 800g aprox,62.06896551724138,CAT-2383,Cerveza El Alcazar Lata 33 Cl,58.33333333333333,CAT-1791,Bacalao 3 Kg Aprox,57.89473684210527,
AM-43243,Naranja Fontestad,CAT-2602,Kas Naranja Botella 2 L,66.66666666666667,CAT-2749,zumo de naranja botella 1 l,65.0,CAT-2092,Fanta De Naranja Botella 50 Cl,63.41463414634146,
AM-49887,Comida húmeda gato Meque tarrina rico en pollo 100g,CAT-5923,comida humeda de pollo para gato vitalive 100 g,73.5632183908046,CAT-5927,comida humeda de pollo para gato junior vitalive 100 g,70.2127659574468,CAT-6063,Comida Humeda De Pollo Para Gatos Simpl 400 G,68.23529411764706,
AH-98138,Pan de molde Alipende 460g blanco,CAT-0066,pan de molde sin corteza classic 450 g,66.66666666666667,CAT-0205,pan de molde sin corteza classic 820 g,66.66666666666667,CAT-1044,pan de leche classic 350 g,66.66666666666667,alimentacion
AH-98139,Palomitas punto de sal microondas s/gluten Popitas pack 3,CAT-0641,Palomitas Al Punto De Sal Para Microondas Popitas Sin Gluten Pack De 3 Unidades De 100 G,74.60317460317461,CAT-0423,palomitas saladas para microondas pack de 3 unidades de 100 g,70.70707070707071,CAT-0630,palomitas sabor mantequilla para microondas pack de 3 bolsas de 100 g,58.62068965517242,alimentacion
AH-98140,Patatas cocidas enteras sin gluten Celorrio 400g,CAT-0296,lentejas cocidas categoria extra 400 g,66.66666666666667,CAT-0324,Patatas Fritas Campesinas Lays Sin Gluten 150 G,66.66666666666667,CAT-1138,chorizo extra picante sin gluten 280 g,66.66666666666667,alimentacion
AH-98141,Quinoa Brillante pack 2 blanca-roja,CAT-2255,vino blanco pack 3 brik 20 cl,70.37037037037037,CAT-2072,vino blanco classic brik 1 l,59.64912280701755,CAT-2802,Vino Frizzante Blanco Joven Capel 75 Cl,57.57575757575757,alimentacion
AH-98142,Chocolate negro sin gluten Alipende 100g 85% de cacao,CAT-0342,chocolate negro 50 sin gluten 150 g,82.53968253968253,CAT-0445,Chocolate Negro Nestle Dolca Sin Gluten 100 G,73.6842105263158,CAT-0398,chocolate negro 80 cacao seleccion 80 g,73.52941176470588,alimentacion
AM-51472,Comida húmeda gato Meque tarrina rico en trucha 100g,CAT-6163,Comida Humeda Mousse De Ternera Para Gato Poesie Vitakraft 85 G,68.57142857142857,CAT-6061,Comida Humeda Mousse De Salmon Para Gato Poesie Vitakraft 85 G,65.38461538461539,CAT-5927,comida humeda de pollo para gato junior vitalive 100 g,65.26315789473685,mascotas
AM-51413,Salsa de tomate receta artesana Solís 350g,CAT-0523,salsa de tomate de la abuela tarro 300 g,67.6056338028169,CAT-0913,atun en salsa de tomate pack de 3 latas de 52 g,65.78947368421053,CAT-0128,salsa de tomate de la abuela original tarro 550 g,60.0,alimentacion
AM-84950,Atún claro Alipende pack 6 en aceite oliva,CAT-0851,Atun Claro En Aceite De Oliva Calvo Pack De 3 Unidades De 52 G,80.51948051948052,CAT-0051,Atun Claro En Aceite De Oliva Calvo Pack De 6 Latas De 52 G,75.60975609756098,CAT-0536,Atun En Aceite De Oliva Ribeira 650 G,74.19354838709677,alimentacion
AH-98121,Tomate triturado categoría extra sin gluten Alipende 400g,CAT-0037,tomate triturado classic lata de 390 g,66.66666666666667,CAT-0697,lenteja categoria extra 1 kg,66.66666666666667,CAT-0855,Tomate Triturado Frasco De Nuestra Tierra 660 G,66.66666666666667,alimentacion
AM-77704,Mayonesa de ajo asado Hellmann´s 250ml,CAT-0636,Mayonesa Heinz Envase 400 Ml,60.37735849056604,CAT-0753,Mayonesa Hellmanns Sin Gluten Tarro 225 Ml,59.70149253731343,CAT-0813,Mayonesa Hellmanns Sin Gluten Tarro 490 G,59.70149253731343,alimentacion
AM-70078,Tomate frito con aceite de oliva Solis 360g,CAT-0092,Aceite De Girasol Koipe Fritos 1 L,70.58823529411764,CAT-0582,salsa ligera con aceite de girasol 500 ml,69.44444444444444,CAT-0899,grissini con aceite de oliva original 125 g,69.33333333333334,alimentacion
AH-98122,Arroz Alipende 1kg largo,CAT-1964,arroz negro 350 g,72.72727272727273,CAT-1791,Bacalao 3 Kg Aprox,58.33333333333333,CAT-0009,arroz largo categoria 1 classic 1 kg,57.89473684210527,alimentacion
AM-82526,Calabacín fries Maheso 300g,CAT-4869,calabacin en dados 450 g,65.0,CAT-1171,Calabacin De Mercado 1 Kg Aprox,62.5,CAT-1118,queso fresco classic 500 g,61.904761904761905,congelados
AM-27034,Patatas fritas gajo McCain 750g rustic,CAT-5249,Patatas Kid Smile Mccain 650 G,66.66666666666667,CAT-5035,Patatas Barbacoa Mccain 750 G,64.28571428571428,CAT-5145,Patatas Chef Gourmet Mccain 500 G,63.33333333333333,
AM-54298,Gyoza de pollo Leroy 396g,CAT-4672,Gyozas De Pollo Vici 400 G,70.0,CAT-4748,pizza de pollo 335 g,64.70588235294117,CAT-6457,snack de pollo para perro 80 g,62.22222222222222,
AM-58779,Medallones de merluza Pescanova 400g,CAT-5038,Lomos De Merluza A La Romana Pescanova 325 G,72.46376811594203,CAT-4838,medallones de merluza extra 480 g,72.41379310344827,CAT-4628,Medallones De Filetes De Merluza Ultracongelados Pescanova 400 G,69.6629213483146,
AM-15319,Comida húmeda Purina One salmón pavo 4x85g,CAT-6108,Comida Humeda De Salmon Para Gato Junior Purina One Junior 4X85 G,73.46938775510203,CAT-5980,Comida Humeda De Salmon Y Pavo Para Gatos Purina One Esterilizados 4X85 G,71.69811320754718,CAT-6090,Comida Humeda De Salmon Para Gatos Simpl 400 G,69.23076923076923,
AM-54770,Azúcar blanco Azucarera 1kg,CAT-2769,Green Cola Zero Azucar Lata 33 Cl,60.0,CAT-0007,azucar blanco classic 1 kg,59.09090909090908,CAT-2204,Coca Cola Zero Azucar Lata 50 Cl,57.14285714285714,alimentacion
AM-60125,Garbanzo cocido Alipende 400g,CAT-1653,gamba cocida mediana 400 g,62.857142857142854,CAT-1669,Langostino Cocido 3040 Ud 400 G,62.5,CAT-0905,garbanzo categoria extra 1 kg,61.53846153846154,alimentacion
AM-42845,Huevos camperos Alipende 12 unidades,CAT-0125,Huevos Camperos Pazo De Vilane 12 Ud,66.66666666666667,CAT-0132,Huevos Camperos Circulo De Calidad 6 Ud,61.224489795918366,CAT-0175,Huevos Camperos Circulo De Calidad 12 Ud,61.224489795918366,alimentacion
AH-98123,Maíz dulce Celorrio Pack 3,CAT-0158,maiz dulce classic pack de 4 unidades de 70 g,71.69811320754718,CAT-1260,maiz dulce cocido el mercado 500 g,65.38461538461539,CAT-1822,Fuet Mini Campofrio Snackin 50 G,58.82352941176471,alimentacion
AH-98126,Judías verdes anchas sin gluten Alipende 360g,CAT-1863,Pate De Atun Casa Tarradellas Sin Gluten 125 G,64.7887323943662,CAT-4590,judias verdes planas classic 1 kg,64.40677966101696,CAT-5257,judias verdes con patata classic 1 kg,63.49206349206349,alimentacion
AH-98127,Café molido Alipende 250g tueste natural,CAT-0136,cafe molido natural classic 250 g,71.69811320754718,CAT-0194,cafe molido natural classic 500 g,71.69811320754718,CAT-0389,Kefir Liquido Natural Nestle 500 G,70.37037037037037,alimentacion
AH-98129,Arroz integral Brillante pack 2,CAT-4956,arroz integral pack de 6 unidades de 167 g,77.77777777777779,CAT-0685,Arroz Integral Para Microondas Brillante Pack De 2 Unidades De 125 G,72.5,CAT-0929,Arroz Vaporizado Largo Brillante 1 Kg,65.57377049180329,alimentacion
AH-98130,Galletas de chocolate Alipende 500g,CAT-1681,palmera de chocolate 4 ud,82.92682926829268,CAT-1215,Galleta Cookie Doble Chocolate 1 Ud,78.43137254901961,CAT-1269,Galleta Cookie Triple Chocolate 1 Ud,73.07692307692308,alimentacion
AH-98131,Pluma Nº6 Gallo 400g,CAT-0354,Pasta Plumas N6 Gallo 1 Kg,73.33333333333334,CAT-0341,Pasta Plumas Gallo 400 G,66.66666666666667,CAT-0663,Pasta Fideo N0 Gallo 400 G,55.172413793103445,alimentacion
AH-98132,Galleta Tostarica de Cuétara 760g + 100g,CAT-0265,Galletas Tosta Rica Cuetara 760 G,73.6842105263158,CAT-0633,Galletas Maria Oro Cuetara Pack De 3 Unidades De 225 G,68.65671641791045,CAT-0584,galletas tostada classic 180 g,62.96296296296296,alimentacion
AH-98133,Arroz basmati Brillante pack 2,CAT-0807,Arroz Basmati Tilda 1 Kg,72.34042553191489,CAT-0301,arroz basmati sensation 1 kg,62.745098039215684,CAT-4956,arroz integral pack de 6 unidades de 167 g,60.37735849056604,alimentacion
AM-51289,Atún claro Alipende pack 6 al natural,CAT-0862,Atun Claro Al Natural Calvo Pack De 6 Unidades De 56 G,81.25,CAT-0024,atun claro al natural classic pack de 6 latas de 56 g,73.23943661971832,CAT-0869,atun claro al natural classic pack de 3 latas de 112 g,73.23943661971832,
AM-29420,Caldo casero Gallina Blanca 1l pollo 100% natural,CAT-0273,Caldo Casero De Pollo Gallina Blanca Sin Gluten Pack De 2 Briks De 1 L,67.28971962616824,CAT-0862,Atun Claro Al Natural Calvo Pack De 6 Unidades De 56 G,59.25925925925925,CAT-2054,Agua Mineral Solan De Cabras Natural 50 Cl,58.22784810126582,
AM-54138,Tomate frito origen nacional sin gluten Alipende p3 400g,CAT-0437,Tomate Frito Hida Sin Gluten Lata 340 G,72.0,CAT-0391,Tomate Frito Orlando Sin Gluten Brik 350 G,69.23076923076923,CAT-0887,Tomate Frito Orlando Sin Gluten Brik 780 G,69.23076923076923,
AM-22105,"Costillar de cerdo duroc entero aprox 1,6kg",CAT-1827,tira de costilla de cerdo el mercado 700 g aprox,75.9493670886076,CAT-1123,costilla de cerdo semicarnuda 700 g aprox,72.22222222222221,CAT-1899,tira de costilla de cerdo adobada la nuncia 600 g aprox,69.76744186046511,
AM-63238,Lote: 250gr Jamón asado+250gr Queso Brie President,CAT-1809,Crema De Queso Brie Con Trufa President 105 G,66.66666666666667,CAT-1613,Crema De Queso Cheddar President 125 G,64.86486486486487,CAT-1318,Crema De Queso Camembert President 125 G,63.1578947368421,
AM-33169,"Cinta de lomo de cerdo duroc adobada por media pieza de peso aprox 1,4kg",CAT-1060,cinta de lomo de cerdo trozo el mercado 1 kg aprox,68.46846846846847,CAT-1899,tira de costilla de cerdo adobada la nuncia 600 g aprox,66.08695652173913,CAT-1560,lomo de cerdo adobado el mercado 1 kg aprox,63.46153846153846,
AM-24926,Mini burger angus bandeja de 10 unidades 300g aprox,CAT-1787,medallon de babilla de vacuno angus 400 g aprox,61.33333333333333,CAT-1074,champinon laminado bandeja de 400 g aprox,60.86956521739131,CAT-0539,Banana A Granel 1 Kg Aprox,58.18181818181818,frescos
AM-51793,Salmón ahumado,CAT-1089,salmon 3 kg aprox,69.23076923076923,CAT-1045,salmon ahumado noruego extra 100 g,66.66666666666667,CAT-1317,salmon ahumado noruego extra 200 g,66.66666666666667,frescos
AM-11896,Traseros de pollo amarillo Pazo de Pías,CAT-1604,traseros de pollo el mercado 12 kg aprox,71.23287671232876,CAT-1134,traseros de pollo 1 kg aprox,67.74193548387098,CAT-1612,traseros de pollo certificado 1 kg aprox,62.16216216216216,frescos
AM-78897,Refresco cola Coca-Cola botella 2l pack 4 zero azúcar,CAT-2105,Coca Cola Zero Azucar Pack 2 Botellas 2 L,81.92771084337349,CAT-2367,Coca Cola Zero Azucar Pack 4 Botellas 2 L,81.92771084337349,CAT-2592,Coca Cola Zero Azucar Pack 6 Botellas 2 L,81.92771084337349,
AM-74789,Refresco naranja Fanta lata 33cl zero azúcares,CAT-2392,Kas Zero De Naranja Sin Azucar Lata 33 Cl,76.31578947368422,CAT-2086,refresco sabor naranja zero classic lata 33 cl,74.07407407407408,CAT-2256,Aquarius Sabor Naranja Zero Azucar Lata 33 Cl,72.5,
AM-58716,Anillos a la romana sin gluten Pescanova 400g,CAT-4794,Anillos A La Romana Receta Clasica Pescanova Sin Gluten 400 G,84.21052631578947,CAT-5038,Lomos De Merluza A La Romana Pescanova 325 G,69.23076923076923,CAT-1659,pate a la pimienta el mercado sin gluten 100 g,67.5,
AH-98134,Tiburón Alipende 500g,CAT-0791,tiburon vegetal 500 g,63.63636363636363,CAT-0234,pasta tiburon classic 500 g,50.0,CAT-2855,ron carum 70 cl,50.0,alimentacion
AM-14061,Secreto de cerdo duroc,CAT-1216,secreto de cerdo 750 g aprox,72.72727272727273,CAT-1913,manos de cerdo al vacio 500 g,57.77777777777777,CAT-4934,Gyozas De Cerdo Vici 400 G,57.14285714285714,frescos
AM-20753,Salteado Fripozo thai noodles 320g + Proteínas,CAT-4972,Thai Noodles Fripozo 320 G,65.57377049180329,CAT-5501,Takitos Tako Loco Fripozo 250 G,54.54545454545454,CAT-4959,salteado estilo tradicional ecologico bio 600 g,53.65853658536586,congelados
AM-97441,Stick de boniato tempura Maheso 500g,CAT-5080,Baguetinas Pan Maheso Pack De 4 Unidades De 125 G,60.31746031746032,CAT-5353,Boqueron Mariposa En Tempura Delfin 350 G,57.57575757575757,CAT-0131,tiras de maiz sabor barbacoa sensation 150 g,55.072463768115945,congelados
AH-98143,Gazpacho Don Simón 1l,CAT-0108,gazpacho sin gluten 1 l,64.86486486486487,CAT-2379,Sangria Don Simon Botella 15 L,55.81395348837209,CAT-1135,queso grana padano dop 200 g,55.00000000000001,alimentacion
AH-98144,Caldo de cocido Alipende 1l,CAT-3966,recogedor con palo verde,61.53846153846154,CAT-5354,Buey De Mar Cocido 600 G,60.60606060606061,CAT-1042,Ajo Circulo De Calidad 250 G,59.45945945945945,alimentacion
AH-98145,Fideo chino de arroz sin gluten Shuang he brand 400g,CAT-0236,arroz blanco cocido classic sin gluten pack de 2 unidades de 250 g,66.66666666666667,CAT-1746,Salchichas Con Doble De Leche Campofrio Sin Gluten 140 G,61.855670103092784,CAT-0518,Apritivo De Maiz Sabor Barbacoa Fritos Matutano Sin Gluten 130 G,60.952380952380956,alimentacion
AH-98146,Café molido Marcilla 500g mezcla,CAT-0387,Cafe Molido Mezcla Gran Aroma Marcilla 500 G,83.07692307692307,CAT-0784,Cafe Molido Mezcla Gran Aroma Marcilla 250 G,83.07692307692307,CAT-0203,cafe molido mezcla classic 500 g,83.01886792452831,alimentacion
AH-98147,Patatas fritas churrería Alipende 150g,CAT-4585,patatas fritas clasicas 1 kg,76.59574468085107,CAT-0150,patatas fritas estilo churreria original 150 g,75.0,CAT-0063,Patatas Fritas Churreria Santa Ana Sin Gluten 140 G,69.56521739130434,alimentacion
AH-98148,Sopa de pollo con fideos Alipende 66g,CAT-0399,Cono De Golosinas Fini 70 G,65.21739130434783,CAT-4451,set de mopa con palo,63.63636363636363,CAT-0469,noodles sabor pollo 85 g,60.46511627906976,alimentacion
AH-98151,Judías verdes cortadas en tiras Gvtarra 660g,CAT-0752,judias verdes finas cortadas classic 360 g,66.66666666666667,CAT-0307,judias verdes planas cortadas classic 360 g,65.78947368421053,CAT-5257,judias verdes con patata classic 1 kg,61.9718309859155,alimentacion
AH-98152,Masa de hojaldre Alipende pack 2 rectangular,CAT-0481,Masa Hojaldre Rectangular Buitoni 230 G,78.78787878787878,CAT-1742,empanada rectangular de carne 700 g,67.74193548387098,CAT-4477,hermetico rectangular de plastico 680 ml klipfresh,65.78947368421053,alimentacion
AH-98154,Tomate frito Orlando 636g pack 3,CAT-0049,Tomate Frito Orlando Sin Gluten Pack De 3 Unidades De 350 G,74.62686567164178,CAT-0069,tomate frito tarro 550 g,69.76744186046511,CAT-0391,Tomate Frito Orlando Sin Gluten Brik 350 G,68.85245901639344,alimentacion
AH-98155,Piponazo original Grefusa 110g,CAT-0384,Pipas Tijuana Grefusa 175 G,60.86956521739131,CAT-2921,Ginebra Rives Original 1 L,59.57446808510638,CAT-2354,Zumo Tropical Original Bifrutas Botella 1 L,59.375,alimentacion
AH-98156,Garbanzo sin sal cocido Luengo 570 g,CAT-0106,Garbanzo Cocido Categoria Extra Luengo 400 G,64.70588235294117,CAT-5128,langostino extra grande cocido 2432 800 g,63.33333333333333,CAT-0157,hummus de garbanzos clasico extra sin gluten 240 g,62.16216216216216,alimentacion
AH-98157,Pajaritas Alipende 500g con vegetales,CAT-4391,Carbon Vegetal Carcoa 3 Kg,68.18181818181819,CAT-4491,Carbon Vegetal Carcoa 5 Kg,68.18181818181819,CAT-4070,Carbon Vegetal Chaparral 3 Kg,68.08510638297872,alimentacion
AH-98158,Gazpacho García Millán 1l,CAT-0643,Gazpacho Fresco Garcia Millan Sin Gluten 330 Ml,70.96774193548387,CAT-0439,Gazpacho Fresco Garcia Millan Sin Gluten 1 L,70.96774193548387,CAT-1653,gamba cocida mediana 400 g,57.14285714285714,alimentacion
AH-98159,Crema de verduras Alipende 500ml,CAT-3502,Crema Nivea Men 150 Ml,68.75,CAT-2812,Crema De Orujo Ruavieja 70 Cl,65.0,CAT-4606,menestra de verduras classic 1 kg,62.22222222222222,alimentacion
AH-98161,Cacahuete frito repelado con sal Alipende 200g,CAT-0284,cacahuetes fritos con miel 125 g,75.86206896551724,CAT-0798,cacahuetes fritos y salados con piel classic 200 g,71.05263157894737,CAT-4930,Helado De Chocolate Cornetto 4 Uds,64.51612903225806,alimentacion
AH-98162,Mermelada extra Alipende 410g melocotón,CAT-0835,mermelada de melocoton categoria extra 410 g,79.36507936507937,CAT-4838,medallones de merluza extra 480 g,65.38461538461539,CAT-4780,lomos de merluza extra 400 g,63.829787234042556,alimentacion
AH-98163,Tortitas nackis Bicentury 70g jamon ibérico,CAT-0627,Tortitas De Maiz Sabor Jamon Iberico Bicentury 70 G,84.70588235294117,CAT-0730,Tortitas De Maiz Bicentury Sin Gluten 130 G,68.42105263157895,CAT-1481,jamon de cebo iberico 50 raza iberica en lonchas 100 g,59.523809523809526,alimentacion
AH-98165,Ajo granulado Alipende 55g,CAT-0252,ajo granulado classic 55 g,76.47058823529412,CAT-4825,ajo congelado 100 g,69.23076923076923,CAT-0202,pan rallado 750 g,66.66666666666667,alimentacion
AH-98166,Pan The Rustik Bakery 400g Integral,CAT-0729,Hogaza Integral 84 The Rustik Bakery 400 G,82.53968253968253,CAT-0143,Hogaza Masa Madre The Rustik Bakery 400 G,67.6923076923077,CAT-1217,pan de la abuela integral 100,58.18181818181818,alimentacion
AH-98167,Galleta Gullón 800g creme tropical,CAT-0757,Galletas Maria Gullon Zero Sin Azucar 400 G,63.63636363636363,CAT-0759,Galletas Digestive Zero Gullon Sin Azucar 300 G,62.857142857142854,CAT-0710,galletas rellenas de crema trio classic 2358 g,61.76470588235294,alimentacion
AH-98168,Aceitunas rellenas Alipende pack 3,CAT-0433,aceitunas verdes rellenas de anchoa 150 g,72.41379310344827,CAT-6031,galletas rellenas para perro 500 g,66.66666666666667,CAT-0122,aceitunas verdes rellenas de anchoa classic 150 g,63.63636363636363,alimentacion
AH-98169,Mermelada fresas extra de temporada Hero 350g,CAT-0726,Mermelada De Fresa Temporada Hero Sin Gluten 350 G,78.57142857142857,CAT-0695,mermelada de fresa categoria extra 410 g,64.86486486486487,CAT-5480,helado de fresa extra sin gluten sin lactosa 480 g,59.523809523809526,alimentacion
AH-98171,Cacao en polvo instantáneo Nesquik 390g,CAT-0719,Cacao Soluble Instantaneo Nestle Nesquik Sin Gluten 390 G,72.94117647058825,CAT-3196,Crema De Manos Hidratante Oliva Nivea 75 Ml,56.33802816901409,CAT-5633,Bolsita De Cacao Y Platano Nesquik 110 G,55.88235294117647,alimentacion
AH-98174,Pasta fresca tortellini relleno de ricota Alipende 250g,CAT-1879,Queso Fresco Ricotta Trentin 250 G,60.86956521739131,CAT-3490,espuma de peinado para rizos soft 200 ml,56.75675675675676,CAT-0984,fresas de goma rellenas classic sin gluten 200 g,55.42168674698795,alimentacion
AH-98175,Atún Ribeira pack 6 en aceite girasol,CAT-0536,Atun En Aceite De Oliva Ribeira 650 G,78.78787878787878,CAT-0654,Atun En Aceite De Girasol Isabel 600 G,77.61194029850746,CAT-0318,sardinillas en aceite de girasol classic pack de 2 unidades de 65 g,67.44186046511628,alimentacion
AH-98261,Spaghetti Alipende 500g,CAT-0294,Pasta Spaghetti N3 Gallo 400 G,60.0,CAT-1004,baguette 1 ud,58.82352941176471,CAT-0367,Pasta Spaguetti N3 Gallo 1 Kg,53.333333333333336,alimentacion
AH-98176,Galletas de chocolate sin azúcar añadido zero Gullón 125g,CAT-0332,Galletas Chip Choco Zero Gullon Sin Azucar 125 G,78.72340425531915,CAT-0976,Galletas Doradas Al Horno Zero Gullon Sin Azucar 330 G,74.0,CAT-0759,Galletas Digestive Zero Gullon Sin Azucar 300 G,73.11827956989248,alimentacion
AH-98177,Mayonesa bocabajo Heinz 400ml,CAT-0636,Mayonesa Heinz Envase 400 Ml,72.72727272727273,CAT-0121,mayonesa envase 500 ml 475g,57.89473684210527,CAT-0247,Mantequilla Bocage 250 G,53.65853658536586,alimentacion
AH-98178,Aceituna con aliño casero Carbonell 450g,CAT-0206,Aceite De Oliva Original 04 Carbonell 1 L,60.86956521739131,CAT-0925,Aceite De Oliva Original 04 Carbonell 5 L,60.86956521739131,CAT-0433,aceitunas verdes rellenas de anchoa 150 g,60.0,alimentacion
AH-98179,"Aceite de oliva Spray Carbonell 200ml 0,4º",CAT-0206,Aceite De Oliva Original 04 Carbonell 1 L,81.15942028985508,CAT-0925,Aceite De Oliva Original 04 Carbonell 5 L,81.15942028985508,CAT-0254,Aceite De Oliva Virgen Extra Carbonell 1 L,73.97260273972603,alimentacion
AH-98180,Cacao Colacao 383g,CAT-4825,ajo congelado 100 g,61.53846153846154,CAT-0278,Chapelas Cacao Dulcesol 3 Ud,61.111111111111114,CAT-1646,Coco 500 G Aprox,60.86956521739131,alimentacion
AH-98181,Caldo en pastillas Avecrem 24u pollo,CAT-0860,Caldo De Pollo Calnort Sin Gluten 12 Pastillas,63.29113924050633,CAT-3623,Pastillas De Encender Carcoa 32 Uds,57.57575757575757,CAT-4522,Pastillas Ecologicas Autoencendido Fuegonet 24 Pastillas,56.17977528089888,alimentacion
AH-98182,Pan de trigo sarraceno 334g,CAT-0300,Harina De Trigo Gallo 1 Kg,65.11627906976744,CAT-1514,pan de perrito 6 ud 330 g,61.111111111111114,CAT-0926,Harina De Trigo Reposteria Gallo 1 Kg,59.25925925925925,alimentacion
AH-98183,Café molido Alipende 250g mezcla 50/50,CAT-0203,cafe molido mezcla classic 500 g,78.26086956521739,CAT-0223,cafe molido mezcla classic 250 g,78.26086956521739,CAT-0387,Cafe Molido Mezcla Gran Aroma Marcilla 500 G,65.51724137931035,alimentacion
AH-98184,Caldo casero Gallina Blanca 1l verduras 100% natural,CAT-0918,caldo de verduras classic sin gluten brik 1 l,62.06896551724138,CAT-0273,Caldo Casero De Pollo Gallina Blanca Sin Gluten Pack De 2 Briks De 1 L,60.0,CAT-1377,mix de verduras para microondas el mercado 300 g,59.09090909090908,alimentacion
