id_dia,nombre_dia,id_catalogo,nombre_catalogo,score
138259,Atún en aceite de girasol Dia Mari Marinera 650 g,2736,Atún en aceite de girasol Hacendado,73.5
262434,Atún claro en aceite de oliva Dia Mari Marinera 3 x 60 g,2737,Atún claro en aceite de girasol Hacendado,75.0
7975,Sardinas en aceite de oliva Dia Mari Marinera 85 g,337,Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,73.1
284387,Filetes de caballa del sur en aceite de girasol Dia Mari Marinera 85 g,2748,Filetes de caballa del sur en aceite de oliva Hacendado,80.0
61500,Atún claro en aceite de oliva Calvo 3 x 52 g,2739,Atún claro en aceite de oliva Hacendado,87.9
116670,Atún en aceite girasol Isabel 3 x 52 g,2736,Atún en aceite de girasol Hacendado,78.6
147678,Calamares en su tinta Albo 72 g,2759,Calamar en tinta Hacendado,76.2
28245,Mejillones en escabeche 13/18 piezas Isabel 69 g,2783,Mejillones en escabeche Hacendado medianos,76.5
6721,Filetes de caballa del sur en aceite de girasol Ubago 65 g,2748,Filetes de caballa del sur en aceite de oliva Hacendado,85.7
303963,Atún claro en aceite de girasol Dia Mari Marinera 228 g,2737,Atún claro en aceite de girasol Hacendado,77.5
50171,Ventresca de atún claro en aceite de oliva Dia Mari Marinera 78 g,2743,Ventresca de atún claro en aceite de oliva Hacendado,82.4
303437,Filetes de caballa en aceite de oliva bajo en sal Dia Mari Marinera 85 g,2748,Filetes de caballa del sur en aceite de oliva Hacendado,75.0
268129,Berberechos al natural Dia Mari Marinera 90 g,2776,Berberechos al natural M Hacendado,75.0
222366,Bonito del norte en escabeche Dia Mari Marinera 140 g,2747,Bonito del norte en escabeche Hacendado,76.3
282560,Atún claro en aceite de oliva Calvo 6 x 52 g,2739,Atún claro en aceite de oliva Hacendado,87.9
181199,Sardinillas en aceite de oliva bajo en sal Calvo 60 g,2754,Sardinillas reducidas en sal en aceite de oliva Hacendado,77.9
137118,Sardinas en aceite de oliva Albo 85 g,2753,Sardinillas en aceite de oliva Hacendado,87.1
1334,Melva en aceite de oliva Ubago 85 g,2751,Filetes de melva en aceite de oliva Hacendado,73.8
57862,Atún con tomate Isabel 3 x 52 g,2742,Atún en salsa de tomate Hacendado,72.3
293421,Sardinilla aceite oliva Cuca 63 g,2753,Sardinillas en aceite de oliva Hacendado,82.8
39255,Atún claro en aceite de oliva bajo en sal Calvo 3 x 52 g,2743,Ventresca de atún claro en aceite de oliva Hacendado,74.7
1243,Atún en aceite de girasol Isabel 600 g,2736,Atún en aceite de girasol Hacendado,87.7
253749,Filetes de caballa en aceite de oliva bajo en sal Calvo 82 g,2748,Filetes de caballa del sur en aceite de oliva Hacendado,82.0
224663,Atún claro en aceite de oliva ligero Calvo 3 x 56 g,2739,Atún claro en aceite de oliva Hacendado,79.5
41491,Mejillones en escabeche Calvo 3 x 40 g,2783,Mejillones en escabeche Hacendado medianos,76.2
304089,Atún en aceite de girasol Dia Mari Marinera 260 g,2736,Atún en aceite de girasol Hacendado,73.5
303436,Bonito del Norte MSC en aceite de oliva Dia Mari Marinera 140 g,2744,Migas de bonito del norte en aceite de oliva Hacendado,81.2
31178,Chipirones rellenos en aceite girasol Pay pay 72 g,2762,Chipirones rellenos enteros en aceite de girasol Hacendado,79.6
78710,Atún en aceite de girasol Isabel 6 x 52 g,2736,Atún en aceite de girasol Hacendado,84.7
308441,Trozos de atún en aceite de girasol Friscos 135 g,332,Filetes de anchoa en aceite de girasol Hacendado,74.1
150914,Caldo de pescado Gallina Blanca 1 L,3084,Caldo de pollo casero Gallina Blanca,77.6
189857,Caldo de pescado Knorr 12 unidades,3085,Caldo de pescado Hacendado,78.0
264138,Anchoas en aceite de girasol Caprimar frasco 52 g,332,Filetes de anchoa en aceite de girasol Hacendado,75.6
308392,Atún claro en aceite de oliva con aceitunas Friscos 50 g,2739,Atún claro en aceite de oliva Hacendado,72.5
308391,Atún claro en aceite de oliva con jalapeños Friscos 50 g,2739,Atún claro en aceite de oliva Hacendado,72.5
54213,Pizza bacon y atún Dia Al Punto 400 g,1567,Pizza atún y bacón Hacendado,73.5
297060,Pan de hamburguesa brioche El molino de Dia 300 g,686,Pan de hamburguesa Brioche Hacendado,75.4
56444,Pizza 4 quesos Dia Al Punto 390 g,1562,Pizza 4 quesos familiar Hacendado,76.0
303607,Pan rallado Onena 750 g,746,Pan rallado Hacendado,78.6
299090,Pan de molde sin gluten El molino de Dia 280 g,668,Pan de molde cereales sin gluten Hacendado,72.2
263284,Barra de pan para torrijas 300 g,494,Barra de pan rústica,73.9
10164,Palitos de pan con pipas Velarte 80 g,818,Palitos de pan con pipas Anitin,76.2
178617,Pan de molde sin gluten Dr. Schar 300 g,668,Pan de molde cereales sin gluten Hacendado,73.8
167940,Levadura de panadería Royal 27.5 g,1386,Levadura de panadería Hacendado,80.8
279210,Mini biscotes El molino de Dia 240 g,738,Mini biscotes de trigo Diatosta,75.4
304615,Acondicionador repara y protege cabello dañado Pantene tubo 275 ml,2335,Acondicionador Repara & Protege Pantene,75.5
268405,Pañales 13-20 kgs talla 5 Planeta Bebé de Dia bolsa 40 unidades,3455,Pañales bebé talla 5 de 13-18 kg Deliplus,75.9
268404,Pañales 8-15 kgs talla 4 Planeta Bebé de Dia bolsa 44 unidades,3441,Pañales bebé talla 2 de 4-8 kg Dodot,73.0
268406,Pañales 17-28 kgs talla 6 Planeta Bebé de Dia bolsa 28 unidades,3457,Pañales bebé talla 6 de 17-28 kg Deliplus,75.9
268403,Pañales 4-9 kgs talla 3 Planeta Bebé de Dia bolsa 50 unidades,3443,Pañales bebé talla 3 de 4-10 kg Deliplus,75.3
268410,Pañales 13-20 kg talla L Planeta Bebé de Dia bolsa 20 unidades,3455,Pañales bebé talla 5 de 13-18 kg Deliplus,76.9
268402,Pañales 3-6 kgs talla 2 Planeta Bebé de Dia bolsa 40 unidades,3440,Pañales bebé talla 2 de 3-6 kg Deliplus,75.3
268401,Pañales 2-5 kgs talla 1 Planeta Bebé de Dia bolsa 24 unidades,3439,Pañales bebé talla 1 de 2-5 kg Dodot,75.7
263492,Pañales 8-15 kg talla M Planeta Bebé de Dia bolsa 22 unidades,3441,Pañales bebé talla 2 de 4-8 kg Dodot,74.0
13356,Tortillas de trigo Dia Al Punto 320 g,689,Mini tortillas de trigo Hacendado,77.8
87036,Tortillas de trigo Old El Paso 244 g,687,Maxi tortillas de trigo Hacendado,75.5
303732,Harina de trigo integral El molino de Dia 1 Kg,1364,Harina integral de trigo Hacendado,73.8
271495,Cañas rellenas de crema Dulcesol bolsa 150 g,1131,Hojaldre relleno de crema de cacao Hacendado,72.7
38177,Berlinas glacé Donuts bandeja 4 unidades 208 g,930,Berlina glacé,72.2
86108,Magdalenas rellenas con crema de cacao El molino de Dia bolsa 336 g,2460,Galletas mini de cacao Caocream Hacendado rellenas de crema,76.9
119528,Magdalenas concha Arenas bolsa 300 g,1117,Magdalenas al cacao Hacendado,74.4
271494,Tarta de manzana Dulcesol bolsa 135 g,43,Manzana roja dulce,74.4
89469,Conchas de chocolate Codan bolsa 330 g,2255,Muesli Crunchy Hacendado con chocolate,74.1
297957,Rondo de chocolate Mandul bolsa 400 g,3060,Helado de chocolate Hacendado,72.7
310815,Gofre de chocolate Lacasitos 80 g,1611,Fideos de chocolate Hacendado,72.3
298912,Cacahuetes tostados sin sal añadida Dia Naturmundo 200 g,1336,Cacahuete tostado Hacendado pelado 0% sal añadida,74.2
275859,"Cerveza tostada 0,0% alcohol Dia Ramblers 33 cl",3335,"Cerveza 0,0% sin alcohol tostada Falke",83.5
300379,"Cerveza tostada 0,0% alcohol Dia Ramblers pack 6 x 25 cl",3335,"Cerveza 0,0% sin alcohol tostada Falke",80.5
275859P12,"Cerveza tostada 0,0% alcohol Dia Ramblers pack 12 x 33 cl",3335,"Cerveza 0,0% sin alcohol tostada Falke",80.5
271642,Pistachos tostados con sal Dia Naturmundo 250 g,1298,Pistacho tostado Hacendado con sal,73.8
260302,"Cerveza tostada 0,0% alcohol Amstel Oro 33 cl",3333,"Cerveza 0,0% sin alcohol tostada Mahou",77.9
250793,"Cerveza tostada 0,0% alcohol Estrella Galicia 33 cl",3333,"Cerveza 0,0% sin alcohol tostada Mahou",77.1
308712,"Cerveza tostada 0,0% alcohol Victoria 33 cl",3333,"Cerveza 0,0% sin alcohol tostada Mahou",74.7
130842,Cereales copos de maíz tostados Kellogg's Frosties caja 400 g,2247,Cereales copos de maíz Corn Flakes Kellogg's,76.6
266359,Lasaña boloñesa Dia Al Punto 350 g,2393,Lasaña a la boloñesa Hacendado ultracongelada,73.0
262523,Tortilla de patatas sin cebolla Dia Al Punto 600 g,1743,Tortilla de patata y cebolla Hacendado,72.2
6630,Albóndigas Dia Al Punto 415 g,780,Albóndigas de vacuno,74.4
294769,Lasaña boloñesa Dia Al Punto 900 g,2393,Lasaña a la boloñesa Hacendado ultracongelada,73.0
308573,Espaguetis carbonara 350 g,1721,Spaghetti carbonara Hacendado,87.2
276778,Café latte cappuccino Kaiku 370 ml,2591,Café en cápsula cappuccino Hacendado,79.2
189917,Patatas alioli Ensalandia 250 g,1933,Patatas con allioli Hacendado,72.7
244183,Fabada asturiana reducido en sal Litoral 435 g,1762,Fabada asturiana Litoral,75.0
46587,Callos a la madrileña Litoral 380 g,1758,Callos a la madrileña Hacendado,84.0
275223,Lasaña boloñesa Dia Al Punto 300 g,2393,Lasaña a la boloñesa Hacendado ultracongelada,73.0
296802,Agua de colonia Frozen frasco 30 ml,1830,Agua de colonia S3 Classic fresh,73.7
80803,Hielo en cubitos 2 Kg,3098,Cubos de hielo,86.7
283701,Cornetto de chocolate 4 x 60 g,1549,Coulant de chocolate Hacendado,79.1
133408,Granizado de limón Mercader 4 x 190 g,3048,Granizado de limón Hacendado,76.6
280104,Helado mini bombón almendrado 6 unidades Temptation de Dia caja 216 g,3028,Helado mini bombón almendrado Hacendado,74.4
147919,Café latte cappuccino Kaiku 230 ml,2591,Café en cápsula cappuccino Hacendado,79.2
26995,Agua mineral Dia 1.5 L,3134,Agua mineral mediana Aguadoy,72.3
26996,Agua mineral Dia 5 L,3137,Agua mineral grande Liviana,74.4
37776,Agua mineral Dia 500 ml,3137,Agua mineral grande Liviana,74.4
44302P6,Agua mineral Bezoya pack 6 x 1.5 L,3129,Agua mineral grande Bezoya,80.9
38301P6,Agua mineral Aquarel pack 6 x 1.5 L,3133,Agua mineral grande Aguadoy,73.5
53267P6,Agua mineral Aquabona pack 6 x 1.5 L,3134,Agua mineral mediana Aguadoy,74.5
56684P6,Agua mineral Solán de Cabras pack 6 x 1.5 L,3131,Agua mineral grande Solán de Cabras,86.2
56684,Agua mineral Solán de Cabras 1.5 L,3131,Agua mineral grande Solán de Cabras,84.8
47768P6,Agua mineral Lanjarón pack 6 x 1.5 L,3132,Agua mineral grande Lanjarón,82.4
40570,Agua mineral Aquarel 5 L,3133,Agua mineral grande Aguadoy,76.6
302520,Agua mineral Dia 750 ml,3137,Agua mineral grande Liviana,74.4
41117P6,Agua mineral Aquarel pack 6 x 330 ml,3130,Agua mineral grande Nestlé Aquarel,77.2
50567,Agua mineral Dia 330 ml,3137,Agua mineral grande Liviana,74.4
24874,Agua mineral con gas Dia 500 ml,3134,Agua mineral mediana Aguadoy,73.1
40570P2,Agua mineral Aquarel pack 2 x 5 L,3130,Agua mineral grande Nestlé Aquarel,75.0
53267,Agua mineral Aquabona 1.5 L,3134,Agua mineral mediana Aguadoy,73.1
41117,Agua mineral Aquarel 330 ml,3133,Agua mineral grande Aguadoy,76.6
258807,Agua mineral Aquarel 750 ml,3133,Agua mineral grande Aguadoy,76.6
292973,Agua con gas San Pellegrino 500 ml,3143,Agua mineral con gas grande San Pellegrino,78.3
146199,Agua con gas San Pellegrino 1 L,3143,Agua mineral con gas grande San Pellegrino,78.3
1792,Gaseosa La Casera 1.5 L,3149,Gaseosa La Casera grande,77.3
296952,Toallitas aqua Planeta Bebé de Dia bolsa 60 unidades,3433,Toallitas bebé Aqua Deliplus,76.9
126847,Coca-Cola zero azúcar zero cafeína 330 ml,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,83.3
687,Fanta de naranja 330 ml,61,Naranja de mesa,77.4
28236,Coca-Cola zero azúcar 2 L,3150,Refresco Coca-Cola Zero azúcar,82.4
81844,Coca-Cola zero azúcar 1.25 L,3150,Refresco Coca-Cola Zero azúcar,77.8
685,Fanta de naranja 2 L,61,Naranja de mesa,77.4
300605,Refresco de naranja Dia Upss 1.5 L,3282,Refresco de naranja sin gas,79.3
7658,Pepsi 330 ml,35,Pepino,72.7
686,Fanta de limón 330 ml,3048,Granizado de limón Hacendado,75.0
43867,Refresco de naranja Dia Upss 330 ml,3282,Refresco de naranja sin gas,83.6
276989,Coca-Cola zero azúcar zero cafeína 1.25 L,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,80.0
684,Fanta de limón 2 L,3048,Granizado de limón Hacendado,75.0
13179,Fanta de naranja zero 330 ml,3241,Refresco Fanta naranja,79.1
300609,Refresco de lima limón zero Dia Upss 1.5 L,3240,Refresco lima limón Hacendado zero azúcar fresh gas,72.5
144030,Bebida energética Burn 500 ml,3299,Bebida energética Red Bull,83.3
696,Coca-Cola light 330 ml,3151,Refresco Coca-Cola light,76.9
68685,Refresco de té al limón Dia Upss 330 ml,3238,Refresco lima limón Sprite,72.4
16288,Refresco sin gas de manzana Dia Upss 1.5 L,3282,Refresco de naranja sin gas,72.7
207361,Refresco de naranja zero Dia Upss 330 ml,3244,Refresco de naranja Hacendado zero fresh gas,77.6
13185,Fanta de limón zero 330 ml,3233,Refresco Fanta limón,76.9
79802,Coca-Cola zero azúcar 12 x 330 ml,3150,Refresco Coca-Cola Zero azúcar,81.5
242648,Coca-Cola zero azúcar zero cafeína 500 ml,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,83.3
250113,Coca-Cola zero azúcar zero cafeína 2 x 2 L,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,81.1
272911,Pepsi zero azúcar zero cafeína 330 ml,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,79.4
43869,Refresco de limón Dia Upss 330 ml,3238,Refresco lima limón Sprite,73.1
103131,Fanta de limón zero 2 L,3233,Refresco Fanta limón,76.9
66536,Fanta de naranja 2 x 2 L,61,Naranja de mesa,72.7
280018,Coca-Cola zero azúcar 2 x 1.25 L,3150,Refresco Coca-Cola Zero azúcar,79.2
18956,Fanta de naranja 500 ml,61,Naranja de mesa,77.4
56781,Tónica zero Schweppes 330 ml,3247,Tónica zero calorías Schweppes,82.4
43868,Refresco de naranja sin gas Dia Upss 330 ml,3282,Refresco de naranja sin gas,85.7
268555,Coca-Cola zero azúcar 6 x 200 ml,3150,Refresco Coca-Cola Zero azúcar,81.5
272820,Pepsi 1 L,35,Pepino,72.7
12650,Kas de naranja zero 330 ml,2109,Zumo de naranja Hacendado,76.5
1797,Coca-Cola light 2 L,3151,Refresco Coca-Cola light,76.9
250112,Coca-Cola zero azúcar zero cafeína 12 x 330 ml,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,80.0
285829,Red bull de albaricoque 250 ml,3107,Mermelada de albaricoque Hacendado,76.6
27153,Kas de naranja zero 2 L,2109,Zumo de naranja Hacendado,76.5
302899,Tónica zero pink Schweppes lata 330 ml,3247,Tónica zero calorías Schweppes,82.1
141304,Gatorade sabor frambuesa 500 ml,1534,Gelatina sabor fresa Hacendado,72.7
280311,Refresco tónica Organics Lata 1 L,3286,Refresco Tropical Hacendado sin gas,73.5
272911P24,Pepsi zero azúcar zero cafeína pack 24 x 330 ml,3154,Refresco cola Hacendado Zero azúcar Zero cafeína,81.7
13179P24,Fanta de naranja zero pack 24 x 330 ml,3241,Refresco Fanta naranja,73.9
288687,Bebida de zumo de piña sin azúcares añadidos Dia Saborfera 1 L,471,Bebida de piña Hacendado sin azúcares añadidos,76.6
288690,Bebida de zumo de manzana sin azúcares añadidos Dia Saborfera 1 L,400,"Bebida de zumo de naranja, mango y zanahoria La Verja sin azúcares añadidos",75.0
146289,Zumo de melocotón y uva Dia Saborfera pack 6 x 200 ml,466,Zumo de melocotón y uva Hacendado,73.0
118161,Bebida de zumo de melocotón sin azúcares añadidos Dia Saborfera pack 6 x 200 ml,467,Bebida de melocotón Hacendado sin azúcares añadidos,76.6
31803,Bebida de zumo piña sin azúcares añadidos Juver Disfruta pack 6 x 200 ml,471,Bebida de piña Hacendado sin azúcares añadidos,75.8
298234,Bebida de zumo de naranja sin azúcares añadidos Juver Disfruta 1.5 L,2108,Bebida de naranja Hacendado sin azúcares añadidos,75.0
298233,Bebida de zumo de melocotón sin azúcares añadidos Juver Disfruta 1.5 L,467,Bebida de melocotón Hacendado sin azúcares añadidos,75.9
307182,Zumo de naranja 100% exprimido Auara 330 ml,2104,Zumo de naranja recién exprimido Hacendado,73.5
304091,Bebida de zumo de pera y piña sin azúcares añadidos Juver 1.5 L,471,Bebida de piña Hacendado sin azúcares añadidos,75.0
21543,Zumo de naranja con pulpa Don Simón 1 L,2106,Zumo pura naranja con pulpa Hacendado,74.2
86202,Zumo de naranja con pulpa Don Simón 1 L,2106,Zumo pura naranja con pulpa Hacendado,74.2
31800,Bebida de zumo de melocotón sin azúcares añadidos Juver Disfruta pack 6 x 200 ml,467,Bebida de melocotón Hacendado sin azúcares añadidos,75.9
189922,Mosto blanco Don Simón 1 L,311,Vino blanco Don Simón,74.4
6171,Cerveza Mahou 5 Estrellas pack 12 x 33 cl,3312,Cerveza clásica Mahou,73.5
54701P12,"Cerveza 0,0% alcohol Dia Ramblers pack 12 x 33 cl",3330,"Cerveza Radler Falke 0,0% sin alcohol",79.5
5600,Cerveza Mahou 5 Estrellas pack 12 x 25 cl,3312,Cerveza clásica Mahou,73.5
14745,Cerveza San Miguel pack 6 x 25 cl,3315,Cerveza especial San Miguel,87.5
228450,Cerveza Victoria 33 cl,3326,Cerveza Corona,80.0
292471,Cerveza de trigo Dia Ramblers 50 cl,3325,Cerveza de trigo Paulaner,77.8
182,Cerveza Mahou 5 Estrellas 33 cl,3311,Cerveza especial Mahou,76.6
54570,Cerveza doble malta Dia Ramblers 33 cl,3313,Cerveza doble malta Voll-Damm,72.1
119052,Cerveza lager Alhambra 33 cl,3321,Cerveza reserva 1925 Alhambra,74.5
12077,Cerveza Mahou 5 Estrellas 50 cl,3311,Cerveza especial Mahou,76.6
43818,Cerveza San Miguel 50 cl,3315,Cerveza especial San Miguel,80.0
271369,Cerveza Mahou 5 Estrellas 25 cl,3311,Cerveza especial Mahou,76.6
181,Cerveza Mahou 5 Estrellas pack 6 x 25 cl,3312,Cerveza clásica Mahou,73.5
291052,Cerveza Mahou 5 Estrellas pack 6 x 20 cl,3312,Cerveza clásica Mahou,73.5
54701,"Cerveza 0,0% alcohol Dia Ramblers 33 cl",3330,"Cerveza Radler Falke 0,0% sin alcohol",82.9
305557,Cerveza radler sin alcohol Dia Ramblers 33 cl,3330,"Cerveza Radler Falke 0,0% sin alcohol",76.3
125715,Cerveza radler sin alcohol San Miguel 33 cl,3330,"Cerveza Radler Falke 0,0% sin alcohol",75.7
57520,Cerveza triple zero Ambar 33 cl,3320,Cerveza negra Ambar,72.7
29359,"Cerveza 0,0% alcohol San Miguel pack 6 x 25 cl",3332,"Cerveza 0,0% sin alcohol Falke",81.2
242751,Cerveza sin gluten Mahou 5 Estrellas 33 cl,3323,Cerveza sin gluten Mahou,80.0
263959,Cerveza IPA Mahou 33 cl,3312,Cerveza clásica Mahou,84.2
308080,"Cerveza 0,0% alcohol Corona 33 cl",3332,"Cerveza 0,0% sin alcohol Falke",77.2
307562,Cerveza excepcional Madri 33 cl,3311,Cerveza especial Mahou,72.3
187040,Cerveza sin gluten Ambar 33 cl,3323,Cerveza sin gluten Mahou,75.0
305557P12,Cerveza radler sin alcohol Dia Ramblers pack 12 x 33 cl,3330,"Cerveza Radler Falke 0,0% sin alcohol",73.4
1596P12,Cerveza sin alcohol Dia Ramblers pack 12 x 33 cl,3337,Cerveza sin alcohol Falke,76.7
248453,Cerveza radler sin alcohol Amstel 33 cl,3337,Cerveza sin alcohol Falke,79.3
236249,"Cerveza 0,0% alcohol Heineken 33 cl",3332,"Cerveza 0,0% sin alcohol Falke",81.4
271563,Tinto de verano sin alcohol con limón Fiesta del Dia 1.5 L,3899,"Tinto de verano 0,0% sin alcohol limón Don Simón",73.8
26585,Vino blanco verdejo D.O. Rueda Vega del Báron 75 cl,324,Vino blanco verdejo Arribeño DO Rueda,78.0
127644,Vino blanco verdejo D.O. Rueda Vega del Báron 75 cl,324,Vino blanco verdejo Arribeño DO Rueda,78.0
83978,Tinto de verano con limón Fiesta del Dia 1.5 L,3345,Tinto de verano limón Casón Histórico,72.5
222265,Vino tinto Crianza D.O. La Mancha Ribera de Algodor 75 cl,224,Vino tinto crianza Fidencio DO La Mancha,74.7
263403,Vino tinto crianza D.O. Rioja Castillo de Haro 75 cl,214,Vino tinto crianza El Coto DO Rioja,81.5
82850,Tinto de verano con limón La Casera 1.5 L,3345,Tinto de verano limón Casón Histórico,74.7
263597,Vino blanco D.O. Valdepeñas Viña Danza 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,73.2
263722,Vino tinto roble D.O. Toro Campo curero 75 cl,238,Vino tinto roble Fariña DO Dama de Toro,74.4
132499,Vino tinto roble D.O. Ribera del Duero Protos 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,76.9
46244,Vino tinto reserva D.O. Valdepeñas Viña Albalí 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,80.0
716,Vino blanco Cumbre de Gredos 1 L,1667,Vinagre de vino blanco Hacendado,72.0
263598,Vino tinto joven D.O. Valdepeñas Viña Danza 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,78.2
263701,Vino tinto crianza D.O. Ribera del Duero Arco del Sol 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,74.7
187127,Vino blanco verdejo D.O. Rueda Veliterra 75 cl,326,Vino blanco verdejo Condado de Teón DO Rueda,73.8
263599,Vino tinto crianza D.O. Valdepeñas Viña Danza 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,83.1
40350,Vino tinto crianza D.O Rioja Señorío de Ondas 75 cl,216,Vino tinto crianza Cune DO Rioja,72.7
267780,Vino tinto crianza D.O. Cariñena Geraldino 75 cl,214,Vino tinto crianza El Coto DO Rioja,74.0
269521,Vino tinto roble D.O. Ribera del Duero Heredad Baran 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,75.5
77654,Vino blanco semidulce D.O. Rioja Señorío de Ondas 75 cl,328,Vino blanco semidulce Diamante DO Rioja,72.7
103423,Ron añejo Brugal 70 cl,585,Ron añejo Negrita,72.7
269522,Vino tinto crianza D.O. Ribera del Duero Heredad Baran 75 cl,230,Vino tinto crianza Abadía Mantrús DO Ribera del Duero,76.6
166038,Vino blanco verdejo D.O. Rueda Mayor de Castilla 75 cl,326,Vino blanco verdejo Condado de Teón DO Rueda,76.1
262787,Vino tinto reserva D.O. Valdepeñas Viña Danza 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,74.2
265815,Vino blanco verdejo D.O. Rueda Rioseco 75 cl,325,Vino blanco verdejo Abadía Mantrús DO Rueda,76.5
176701,Vino tinto crianza D.O Rioja Ramón Bilbao 75 cl,214,Vino tinto crianza El Coto DO Rioja,78.9
20574,Ron blanco Velero 70 cl,3900,Velote blanco Roura,77.8
125351,Vino tinto crianza D.O. Rioja Marqués de Caceres 75 cl,214,Vino tinto crianza El Coto DO Rioja,74.7
272358,Vino blanco albariño D.O. Rías baixas Viña Balcis 75 cl,318,Vino blanco albariño Ponte Tamuxe DO Rías Baixas,76.3
132500,Vino blanco verdejo D.O. Rueda Protos 75 cl,325,Vino blanco verdejo Abadía Mantrús DO Rueda,77.5
3475,Vino tinto crianza D.O. Rioja Ederra 75 cl,214,Vino tinto crianza El Coto DO Rioja,81.7
306460,Vino blanco semidulce Luminis 75 cl,328,Vino blanco semidulce Diamante DO Rioja,73.5
297271,Vino tinto joven D.O. Rioja Castillo de Haro 75 cl,215,Vino tinto cosecha Comportillo DO Rioja,72.3
67977,Vino tinto roble D.O. Ribera del Duero Altos de Tamarón 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,75.2
265214,Vino frizzante verde Fizzy 75 cl,406,Vino blanco verdejo frizzante DulZ.Ze,73.0
80111,Vino tinto gran reserva D.O. Valdepeñas Viña Albalí 75 cl,221,Vino tinto crianza Viña Albali DO Valdepeñas,80.0
275283,Vino blanco Dulce María 75 cl,1667,Vinagre de vino blanco Hacendado,75.6
304871,Tinto de verano con limón Fiesta del Dia 330 ml,3345,Tinto de verano limón Casón Histórico,75.3
178251,Vino tinto crianza D.O. Rioja Azpilicueta 75 cl,214,Vino tinto crianza El Coto DO Rioja,78.9
189921,Vino rosado D.O. Rioja El coto 75 cl,315,Vino blanco El Coto DO Rioja,72.4
105588,Vino blanco verdejo D.O. Rueda Cuatro rayas 75 cl,326,Vino blanco verdejo Condado de Teón DO Rueda,73.6
137101,Cava brut nature Anna Codorníu 75 cl,477,Cava brut Anna Codorníu,86.8
303651,Vermut rojo Ardanche 75 cl,543,Vermouth rojo Martini,73.2
36194,Vino tinto crianza D.O. Rioja Beronia 75 cl,214,Vino tinto crianza El Coto DO Rioja,80.6
187106,Vino tinto crianza D.O. Rioja Glorioso 75 cl,214,Vino tinto crianza El Coto DO Rioja,79.5
187084,Vino tinto roble D.O. Ribera del Duero Ribera del Duero 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,77.2
143920,Tinto de verano con limón La Casera 33 cl,3345,Tinto de verano limón Casón Histórico,77.8
108145,Vino tinto crianza D.O. Rioja Faustino Rivero 75 cl,216,Vino tinto crianza Cune DO Rioja,72.7
183435,Vino blanco verdejo D.O. Rueda Pata negra 75 cl,325,Vino blanco verdejo Abadía Mantrús DO Rueda,73.8
114428,Vino tinto roble D.O. Ribera del Duero Mayor de Castilla 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,76.5
282757,Vino tinto crianza D.O. Rioja López de Haro 75 cl,214,Vino tinto crianza El Coto DO Rioja,76.9
176704,Vino tinto crianza D.O. Ribera del Duero Protos 75 cl,230,Vino tinto crianza Abadía Mantrús DO Ribera del Duero,76.0
138540,Vino tinto reserva D.O. Ribera del Duero Altos del Tamarón 75 cl,231,Vino tinto reserva Abadía Mantrús DO Ribera del Duero,72.1
84588,Vino tinto crianza D.O. Madrid Puerta de Alcalá 75 cl,230,Vino tinto crianza Abadía Mantrús DO Ribera del Duero,72.0
177319,Vino tinto roble D.O. Ribera del Duero Legaris 75 cl,232,Vino tinto roble Atardecer DO Ribera del Duero,76.1
308262,Vino blanco verdejo DO Rueda Pata negra 20 cl,325,Vino blanco verdejo Abadía Mantrús DO Rueda,75.6
114429,Vino tinto crianza D.O. Rioja Antaño 75 cl,214,Vino tinto crianza El Coto DO Rioja,84.5
221712,Vino tinto D.O. Rioja Beronia 75 cl,216,Vino tinto crianza Cune DO Rioja,75.4
224032,Tinto de verano sin alcohol con limón La casera 33 cl,3899,"Tinto de verano 0,0% sin alcohol limón Don Simón",75.8
55937,Ron añejo Havana 70 cl,585,Ron añejo Negrita,72.7
185547,Vino tinto gran reserva D.O. Rioja Faustino 75 cl,218,Vino tinto reserva Comportillo DO Rioja,73.2
280261,Vermouth blanco verdejo 61 75 cl,541,Vermouth blanco Maronti,73.5
302893,"Beefeater 0,0 sin alcohol 70 cl",3332,"Cerveza 0,0% sin alcohol Falke",76.4
275400,Vino blanco D.O. Madrid Puerta de Alcalá 75 cl,313,Vino blanco Marina Alta DO Alicante,72.0
422,Vinagre de vino blanco Aliña tu Dia 1 L,1667,Vinagre de vino blanco Hacendado,77.2
